movie_id,title,overview,subject,keywords,cast,crew,recom
24,Kill Bill: Vol. 1,"An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.",Action Crime,japan coma martialarts kungfu underworld yakuza sword bride revenge gore femaleyakuza blood wedding samuraisword partanimation,UmaThurman LucyLiu VivicaA.Fox,QuentinTarantino,"[24, 393, 10822, 1880, 11632, 8095, 16172, 1957, 20065, 2841, 72710, 10028, 10139, 44264, 209263, 455, 291870, 18701, 9614, 2320, 216015, 39013, 8373, 158011, 1792, 75531, 75861, 24021, 24803, 39180, 1255, 8359, 2008, 642, 10913, 4517, 1544, 604, 124606, 9992, 29514, 18240, 16, 134597, 11499, 324322, 71552, 470, 15568, 13751]"
25,Jarhead,"Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swafford and his unit are sent to the Persian Gulf where they are earger to fight but are forced to stay back from the action. Meanwhile Swofford gets news of his girlfriend is cheating on him. Desperately he wants to kill someone and finally put his training to use.",Drama War,sniper marinecorps saudiarabia petrol golfwar u.s.marine,JamieFoxx JakeGyllenhaal ScottMacDonald,SamMendes,"[25, 259943, 10416, 13950, 19615, 9334, 53862, 9021, 10314, 98, 244114, 19405, 4995, 152747, 652, 281230, 77495, 1585, 134374, 27936, 1590, 5176, 49017, 67238, 13053, 13223, 22301, 48340, 12400, 1931, 115872, 1523, 202575, 166624, 27569, 14635, 10050, 59968, 12602, 3482, 1246, 17707, 10477, 253626, 228967, 33870, 1088, 20455, 67913, 117]"
28,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",Drama War,guerrilla river vietnam vietcong cambodia army insanity tribe greenberet jungle apocalypse death napalm,MartinSheen MarlonBrando RobertDuvall,FrancisFordCoppola,"[28, 10632, 9440, 1590, 273895, 48171, 711, 1494, 72710, 83770, 10781, 1255, 201, 10592, 866, 46138, 8699, 10285, 9434, 39269, 404, 8848, 4584, 76349, 4858, 54518, 335244, 287815, 274, 33468, 13475, 6877, 1996, 13950, 244114, 13685, 3131, 20156, 45138, 17187, 10117, 713, 10929, 710, 762, 7347, 801, 24748, 14623, 401]"
33,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",Western,prostitute sheriff bounty regret rightandjustice revenge mutilation onelastjob reputation englishman,ClintEastwood GeneHackman MorganFreeman,ClintEastwood,"[33, 318040, 41508, 37232, 7453, 8675, 10017, 9705, 595, 38810, 414, 48035, 24227, 913, 113947, 9367, 10914, 7451, 49010, 328307, 38570, 9783, 280391, 24424, 26390, 10530, 9473, 10776, 125052, 7913, 21641, 860, 40794, 31163, 27936, 157293, 6007, 11090, 190847, 10715, 33468, 17768, 117, 157909, 25462, 70006, 864, 12555, 49948, 2270]"
35,The Simpsons Movie,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",Animation Comedy Family,fathersonrelationship lake springfield thesimpsons duffbeer garbage pig pollution environmentalprotectionagency quarantine alcoholism love alaska dysfunctionalfamily dysfunctionalmarriage ecology savinglives firstlove duringcreditsstinger donuts,DanCastellaneta JulieKavner NancyCartwright,DavidSilverman,"[35, 26390, 40185, 11011, 147767, 540, 756, 16614, 19, 71688, 112937, 113947, 14811, 43884, 66607, 49948, 11313, 6020, 3062, 2300, 8810, 27586, 9353, 2395, 50620, 43867, 13403, 244776, 45649, 15800, 4553, 9473, 49040, 30596, 2310, 33196, 15239, 15544, 38810, 75674, 473, 84175, 27686, 6968, 16448, 86331, 18570, 387, 10530, 37232]"
38,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",ScienceFiction Drama Romance,dejavu regret jealousy amnesia dream operation relationshipproblems love memory brainwashing relationship heartbreak nonlineartimeline lovestory bittersweet,JimCarrey KateWinslet KirstenDunst,MichelGondry,"[38, 20943, 68, 152742, 8053, 59457, 28005, 20360, 40880, 25195, 8265, 16161, 595, 152601, 7735, 44826, 26428, 13751, 117, 837, 16, 50538, 15122, 5966, 2266, 168705, 160588, 9552, 6217, 453, 497, 89857, 1246, 16112, 284, 326284, 11499, 280, 9327, 2755, 10314, 65203, 11386, 20352, 43959, 59917, 10637, 77495, 9746, 11109]"
55,Amores perros,Three different people in Mexico City are catapulted into dramatic and unforeseen circumstances in the wake of a terrible car crash: a young punk stumbles into the sinister underground world of dog fighting; an injured supermodel's designer pooch disappears into the apartment's floorboards; and an ex-radical turned hit man rescues a gunshot Rotweiler.,Drama Thriller,homelessperson mexicocity daughter secretlove dogfight money dog nonlineartimeline multiplestorylines newmexicancinema,GaelGarcu00edaBernal VanessaBauche GoyaToledo,AlejandroGonzu00e1lezIu00f1u00e1rritu,"[55, 83666, 8818, 97630, 89708, 591, 14425, 84175, 16241, 824, 211086, 14369, 132316, 1123, 595, 266856, 104896, 52790, 25208, 496, 8841, 18900, 11026, 252, 27380, 49010, 2266, 2118, 9705, 14139, 11411, 256274, 1911, 62177, 323271, 627, 783, 49948, 11194, 89861, 7278, 354624, 9275, 9767, 2062, 11516, 43867, 43434, 568, 26390]"
58,Pirates of the Caribbean: Dead Man's Chest,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",Adventure Fantasy Action,witch fortuneteller bondage exoticisland monster captain cardgame eastindiatradingcompany compass ship daughter pirate swashbuckler aftercreditsstinger,JohnnyDepp OrlandoBloom KeiraKnightley,GoreVerbinski,"[58, 11386, 978, 19457, 425, 497, 2567, 335778, 50538, 1924, 271110, 675, 801, 22947, 76649, 11109, 61752, 41823, 11932, 1621, 16, 9531, 9802, 1874, 285, 10195, 157336, 12621, 51540, 17113, 173, 10162, 2054, 218, 9798, 20352, 403, 9476, 42151, 8536, 38, 22, 391, 86304, 1452, 49517, 16161, 2757, 10384, 280]"
59,A History of Violence,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,Drama Thriller Crime,robbery doublelife dualidentity smalltown indiana distrust fight self-defense marriage familyrelationships mistakenidentity diner lawyer mobster violence attemptedrobbery,ViggoMortensen MariaBello HeidiHayes,DavidCronenberg,"[59, 238, 1272, 2277, 1255, 72710, 840, 13685, 990, 96721, 11588, 27004, 10212, 331190, 296, 16608, 1688, 22972, 1368, 11831, 9092, 28, 1909, 11284, 321697, 20520, 9361, 10783, 14474, 1656, 688, 31007, 10741, 11093, 15624, 682, 174, 10610, 13539, 72976, 9598, 5915, 9782, 389, 59967, 45269, 27723, 26899, 13950, 9895]"
62,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",ScienceFiction Mystery Adventure,moon jupiter artificialintelligence manvsmachine technology supercomputer humanbeing spacetravel spacemission moonbase astronaut evolution monolith spacestation,KeirDullea GaryLockwood WilliamSylvester,StanleyKubrick,"[62, 2266, 595, 84175, 4553, 1123, 26390, 704, 46435, 824, 27759, 15927, 34592, 568, 23759, 14284, 935, 2395, 9444, 244786, 324322, 423, 49526, 783, 48340, 7278, 52790, 957, 7299, 89861, 8814, 593, 37232, 11411, 194588, 323270, 201132, 252, 16911, 8265, 10212, 2310, 14811, 18570, 112937, 9912, 19908, 11499, 19, 75638]"
65,8 Mile,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke.",Drama,individual streetgang adolescence rapmusic hip-hop rhymebattle trailerpark ethnicstereotype single detroit eminem,Eminem MekhiPhifer BrittanyMurphy,CurtisHanson,"[65, 3472, 1999, 9447, 8981, 1792, 9448, 70160, 9045, 782, 11843, 1613, 43947, 10844, 10592, 24226, 115872, 13950, 652, 21301, 2756, 44092, 9615, 9027, 57825, 10844, 39895, 39269, 244114, 9291, 12612, 253626, 107315, 9452, 254473, 217, 85, 25248, 3635, 11831, 5176, 7347, 65448, 2669, 228165, 17707, 19556, 31908, 152747, 1931]"
66,Absolute Power,A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.,Crime Drama Thriller,corruption assassination washingtond.c. rape whitehouse usapresident daughter government suspense secretservice secretserviceagent,ClintEastwood GeneHackman EdHarris,ClintEastwood,"[66, 78814, 10027, 9792, 12312, 6521, 10764, 8285, 1535, 9281, 62177, 11342, 11468, 13460, 4547, 57431, 14337, 11615, 44092, 12113, 10185, 615, 117263, 9440, 8961, 45226, 429, 604, 16619, 157544, 49953, 61791, 20406, 10285, 10514, 37985, 245916, 10410, 2008, 14869, 291081, 202575, 12509, 1880, 52015, 41894, 12277, 216282, 10199, 58233]"
68,Brazil,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",Comedy ScienceFiction,bureaucracy policestate terror greatbritain dream dystopia government anarchiccomedy,JonathanPryce RobertDeNiro KatherineHelmond,TerryGilliam,"[68, 27936, 13950, 152747, 15122, 23963, 8435, 222649, 704, 813, 16112, 11237, 172385, 46738, 613, 5550, 40862, 8053, 218500, 595, 202575, 821, 371085, 811, 46332, 152742, 1808, 10950, 22972, 59917, 11866, 8265, 391, 47692, 9459, 16642, 14629, 55616, 62402, 7735, 104896, 2266, 11831, 69382, 84175, 20455, 12486, 2062, 9042, 27759]"
69,Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",Drama Music Romance,germany prison musicrecord adultery countrymusic guitar lossofbrother concert marriage single accident 1960s,JoaquinPhoenix ReeseWitherspoon GinniferGoodwin,JamesMangold,"[69, 863, 18191, 9621, 866, 8584, 861, 22947, 134, 5125, 50780, 9574, 244114, 15394, 285, 401, 1924, 11386, 978, 10632, 1246, 361505, 9390, 24055, 663, 7552, 142, 63287, 46529, 279, 687, 7350, 274, 54518, 3902, 14353, 22954, 57431, 73532, 17113, 1613, 6615, 10592, 9440, 9481, 134374, 14577, 72976, 2669, 6964]"
70,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",Drama,transporter suicideattempt strongwoman boxer dyinganddeath strokeoffate training advancement sport femaleprotagonist boxingtrainer determination,ClintEastwood HilarySwank MorganFreeman,ClintEastwood,"[70, 20829, 50725, 1246, 11499, 5176, 10416, 22301, 274, 98, 401, 4995, 1930, 73532, 1590, 202575, 668, 166624, 10685, 673, 7345, 709, 9434, 13074, 36557, 10414, 38055, 10632, 43959, 9504, 45658, 404, 17187, 295964, 37707, 28353, 296099, 77987, 24227, 1370, 13223, 8848, 44147, 1417, 8095, 25, 10929, 12404, 259943, 15556]"
71,Billy Elliot,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",Drama Comedy Music,workers'quarter dancingclass strike northernengland scholarship ballet,JamieBell JulieWalters JeanHeywood,StephenDaldry,"[71, 40880, 57165, 9598, 17908, 12160, 414, 7510, 25769, 9726, 10217, 24055, 27759, 866, 287815, 188652, 9072, 19405, 10207, 9567, 48382, 312221, 120467, 389, 22488, 44853, 11322, 172385, 98, 145220, 23730, 9821, 1677, 25166, 71679, 18823, 11165, 37985, 46195, 8224, 11702, 10223, 121826, 674, 290595, 11249, 20520, 31908, 348, 44555]"
73,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",Drama,usa neo-nazi prison skinhead brotherbrotherrelationship rape fascism brother basketball jail school swastika losangeles family hate neonazism xenophobia interracialfriendship nazism prisonrape,EdwardNorton EdwardFurlong BeverlyD'Angelo,TonyKaye,"[73, 40805, 121676, 152747, 1491, 10743, 8619, 11026, 31175, 642, 61791, 592, 11678, 89708, 19840, 12783, 24973, 83686, 755, 10715, 9350, 89861, 64559, 9702, 244267, 604, 153795, 12182, 8095, 27936, 222649, 89, 45767, 225235, 591, 77, 9472, 9408, 9275, 132316, 104896, 24748, 40862, 194588, 36811, 134597, 4995, 10764, 11446, 68724]"
74,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",Adventure Thriller ScienceFiction,posttraumaticstressdisorder newjersey airplane dystopia daughter apocalypse alieninvasion humansubjugation,TomCruise DakotaFanning MirandaOtto,StevenSpielberg,"[74, 11283, 204082, 17768, 222649, 205321, 43418, 181940, 37532, 601, 34647, 4327, 18701, 104896, 9992, 9408, 3059, 248, 59917, 45610, 331, 362765, 215918, 6977, 280092, 1957, 157909, 357837, 9610, 47692, 77, 9388, 2320, 45054, 39013, 38570, 10388, 72914, 124606, 20542, 588, 264656, 48035, 627, 52790, 73, 62255, 345911, 14854, 58574]"
75,Mars Attacks!,"'We come in peace' is not what those green men from Mars mean when they invade our planet, armed with irresistible weapons and a cruel sense of humor. This star studded cast must play victim to the alien’s fun and games in this comedy homage to science fiction films of the '50s and '60s.",Comedy Fantasy ScienceFiction,savingtheworld totaldestruction whitehouse mars usapresident cataclysm lasergun ambassador congress pest flyingsaucer,JackNicholson GlennClose AnnetteBening,TimBurton,"[75, 72976, 13768, 335244, 21349, 1572, 9440, 1792, 23398, 217, 10970, 11283, 288980, 1103, 157544, 644, 8645, 22597, 22825, 5915, 2059, 1880, 18320, 22972, 9502, 72213, 8836, 9096, 287815, 10913, 9531, 34769, 99861, 468, 12620, 12819, 19366, 308531, 71552, 61891, 1368, 605, 333355, 98, 810, 13460, 116, 20009, 1995, 8095]"
76,Before Sunrise,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",Drama Romance,dialogue sunrise talking soulmates walking austria traveller danube bittersweet romantic vienna,EthanHawke JulieDelpy AndreaEckert,RichardLinklater,"[76, 454, 1245, 4944, 69640, 12819, 2567, 33196, 15660, 11024, 294550, 8961, 37495, 39845, 10800, 11453, 2447, 38757, 15389, 14359, 644, 9718, 180383, 9443, 844, 14299, 46738, 61752, 47692, 21413, 855, 39780, 47534, 77016, 174311, 10557, 20009, 1265, 25189, 14438, 9603, 16161, 8835, 59968, 371085, 272724, 1955, 10564, 65203, 3060]"
77,Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",Mystery Thriller,individual insulin tattoo waitress amnesia motel insurancesalesman revenge memoryloss polaroid flashback neo-noir,GuyPearce Carrie-AnneMoss JoePantoliano,ChristopherNolan,"[77, 152747, 783, 27936, 296099, 14425, 121676, 76285, 1911, 31175, 225235, 33155, 100, 813, 947, 4929, 8963, 104896, 156022, 76203, 11499, 591, 8953, 54580, 1696, 23685, 33468, 12602, 129139, 13497, 43653, 19644, 25208, 9093, 252, 83666, 2266, 9388, 13950, 354624, 1885, 704, 73532, 576, 10914, 24226, 65057, 9884, 113947, 3080]"
78,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",ScienceFiction Drama Thriller,artificialintelligence manvsmachine cyborg bountyhunter android dystopia genetics fugitive cyberpunk losangeles technoir neo-noir,HarrisonFord RutgerHauer SeanYoung,RidleyScott,"[78, 5550, 15256, 68734, 9504, 70160, 17436, 704, 5551, 85, 652, 37707, 920, 46738, 1088, 22824, 9804, 26602, 14758, 291, 22488, 39780, 68, 48171, 11499, 1792, 782, 10822, 321741, 3472, 90369, 22301, 9615, 16619, 5491, 114150, 250902, 2266, 2841, 4011, 129139, 115, 811, 8265, 821, 13475, 13950, 2320, 10339, 13768]"
79,Hero,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,Drama Adventure Action History,countryside lossoflover rightandjustice patriot,JetLi TonyLeungChiu-Wai MaggieCheung,ZhangYimou,"[79, 15005, 72113, 2652, 64690, 925, 9277, 9032, 256591, 16340, 40880, 53457, 6538, 290595, 240, 497, 12596, 612, 11619, 145220, 698, 72913, 172385, 8966, 592, 39486, 11969, 855, 15070, 3989, 7347, 15655, 11932, 19187, 11831, 2059, 11257, 9679, 8675, 297761, 707, 20533, 10074, 9348, 1677, 11191, 8814, 18823, 10655, 23730]"
80,Before Sunset,Nine years ago two strangers met by chance and spent a night in Vienna that ended before sunrise. They are about to meet for the first time since. Now they have one afternoon to find out if they belong together.,Drama Romance,paris journalist dialogue talking soulmates walking bookshop loveofone'slife author,EthanHawke JulieDelpy VernonDobtcheff,RichardLinklater,"[80, 7350, 10358, 9778, 81390, 76, 4944, 37786, 142, 44564, 9637, 12819, 288980, 844, 644, 11687, 2105, 347755, 18550, 11282, 1246, 225886, 228967, 8467, 21972, 76494, 25, 9266, 33870, 712, 41469, 245, 12620, 18785, 29461, 8961, 24418, 17707, 17130, 10970, 71552, 14577, 10016, 10571, 203801, 10656, 4964, 19366, 2925, 187017]"
83,Open Water,"Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them...",Drama Thriller,diving cataclysm nightmare panic redsea primalfear scubadiving shark scuba,BlanchardRyan DanielTravis SaulStein,ChrisKentis,"[83, 33196, 30596, 35, 40185, 16614, 38810, 11583, 3062, 11011, 15800, 71688, 2310, 26390, 286939, 55787, 11313, 21334, 66607, 19, 166624, 27686, 35199, 113947, 16448, 58048, 86331, 75674, 13007, 15389, 49040, 253306, 2771, 2395, 11113, 27586, 15239, 48340, 42819, 159770, 540, 74643, 8810, 864, 9362, 6020, 10800, 35696, 9473, 2300]"
